brewery_type,city,state,country,is_micro
micro,Hendersonville,North Carolina,United States,1
micro,Grand Ledge,Michigan,United States,1
brewpub,Chula Vista,California,United States,0
closed,Pomona,California,United States,0
micro,Townsend,NSW,Australia,1
micro,Northport,New York,United States,1
micro,Black River Falls,Wisconsin,United States,1
planning,Section,Alabama,United States,0
micro,Jackson,Michigan,United States,1
micro,Turlock,California,United States,1
brewpub,Minerva,Ohio,United States,0
micro,Hillsboro,MIssouri,United States,1
brewpub,Sanford,Florida,United States,0
micro,Boulder,Colorado,United States,1
micro,Englewood,Colorado,United States,1
brewpub,Santa Barbara,California,United States,0
micro,San Jose,California,United States,1
closed,Santa Cruz,California,United States,0
brewpub,Santa Cruz,California,United States,0
regional,Santa Fe,New Mexico,United States,0
micro,Atascadero,California,United States,1
brewpub,Nipomo,California,United States,0
closed,Santa Maria,California,United States,0
micro,Santa Monica,California,United States,1
bar,Singapore,Singapore,Singapore,0
regional,Chandler,Arizona,United States,0
planning,Phoenix,Arizona,United States,0
micro,Chandler,Arizona,United States,1
micro,Capitola,California,United States,1
micro,Salem,Oregon,United States,1
contract,Sapphire,North Carolina,United States,0
large,La Crosse,Wisconsin,United States,0
regional,Utica,New York,United States,0
brewpub,Sarasota,Florida,United States,0
micro,Portland,Oregon,United States,1
brewpub,Portland,Oregon,United States,0
brewpub,Buffalo,New York,United States,0
micro,Highlands,North Carolina,United States,1
micro,Marrickville,NSW,Australia,1
contract,Livermore,California,United States,0
micro,Kutztown,Pennsylvania,United States,1
brewpub,Cleveland,Ohio,United States,0
micro,Douglas,Michigan,United States,1
micro,Kirkland,Washington,United States,1
micro,San Diego,California,United States,1
planning,Savannah,Georgia,United States,0
micro,Augusta,Georgia,United States,1
micro,Marble Falls,Texas,United States,1
planning,Lafayette,Louisiana,United States,0
micro,Merrill,Wisconsin,United States,1
brewpub,Clear Lake,Wisconsin,United States,0
brewpub,Hailey,Idaho,United States,0
brewpub,Ketchum,Idaho,United States,0
brewpub,Hector,New York,United States,0
brewpub,Ithaca,New York,United States,0
micro,Auburn,Washington,United States,1
micro,Hampden,Massachusetts,United States,1
micro,Scarborough,QLD,Australia,1
micro,McCordsville,Indiana,United States,1
closed,Tenino,Washington,United States,0
brewpub,Littleton,New Hampshire,United States,0
brewpub,Pawnee City,Nebraska,United States,0
large,Schladming,Steiermark,Austria,0
regional,Saint Louis,Missouri,United States,0
regional,Saint Louis,Missouri,United States,0
regional,Maplewood,Missouri,United States,0
large,Klagenfurt am W�rthersee,K�rnten,Austria,0
micro,Grand Rapids,Michigan,United States,1
brewpub,Jasper,Indiana,United States,0
micro,Torrance,California,United States,1
micro,Seattle,Washington,United States,1
micro,Waconia,Minnesota,United States,1
closed,San Ramon,California,United States,0
micro,Knoxville,Tennessee,United States,1
large,Schwechat,Nieder�sterreich,Austria,0
planning,Phoenix,Arizona,United States,0
planning,Bartlesville,Oklahoma,United States,0
micro,Atlanta,Georgia,United States,1
contract,Oconomowoc,Wisconsin,United States,0
micro,Algonquin,Illinois,United States,1
micro,Owings,Maryland,United States,1
planning,Lowell,Massachusetts,United States,0
brewpub,Scottsdale,Arizona,United States,0
micro,Cape Coral,Florida,United States,1
micro,Portland,Oregon,United States,1
micro,Snohomish,Washington,United States,1
brewpub,Ava,Illinois,United States,0
micro,Ord,Nebraska,United States,1
micro,Cream Ridge,New Jersey,United States,1
micro,Bruceton Mills,West Virginia,United States,1
micro,Omaha,Nebraska,United States,1
micro,Everett,Washington,United States,1
micro,Camden,Maine,United States,1
brewpub,Conway,New Hampshire,United States,0
brewpub,Bangor,Maine,United States,0
micro,Clearwater,Florida,United States,1
brewpub,S Portland,Maine,United States,0
micro,Largo,Florida,United States,1
micro,Bibra Lake,WA,Australia,1
brewpub,Santa Cruz,California,United States,0
planning,San Marcos,Texas,United States,0
micro,Seattle,Washington,United States,1
brewpub,Crescent City,California,United States,0
brewpub,Seaside,Oregon,United States,0
micro,Gorham,Maine,United States,1
micro,Gorham,Maine,United States,1
micro,West Islip,New York,United States,1
micro,San Diego,California,United States,1
brewpub,Philadelphia,Pennsylvania,United States,0
micro,New Orleans,Louisiana,United States,1
brewpub,Portland,Oregon,United States,0
brewpub,Whitewater,Wisconsin,United States,0
micro,Atlanta,Georgia,United States,1
micro,Madera,California,United States,1
micro,Cedar Falls,Iowa,United States,1
brewpub,Santa Fe,New Mexico,United States,0
brewpub,Santa Fe,New Mexico,United States,0
micro,Plymouth,Massachusetts,United States,1
micro,Chico,California,United States,1
micro,Sedgefield,Western Cape,South Africa,1
planning,Sedona,Arizona,United States,0
micro,Denver,Colorado,United States,1
micro,Unanderra,NSW,Australia,1
micro,Seguin,Texas,United States,1
micro,Santa Rosa,California,United States,1
brewpub,Selinsgrove,Pennsylvania,United States,0
micro,Post Falls,Idaho,United States,1
micro,Garbutt,QLD,Australia,1
brewpub,Florence,South Carolina,United States,0
micro,Dundee,New York,United States,1
brewpub,Watkins Glen,New York,United States,0
brewpub,Manlius,New York,United States,0
brewpub,Tucson,Arizona,United States,0
proprietor,Emmaus,Pennsylvania,United States,0
brewpub,Fresno,California,United States,0
micro,Mobile,Alabama,United States,1
micro,Howes Cave,New York,United States,1
micro,Savannah,Georgia,United States,1
micro,Waynesboro,Virginia,United States,1
closed,Silverton,Oregon,United States,0
brewpub,Jacksonville,Florida,United States,0
micro,Charlotte,North Carolina,United States,1
micro,Ballina,NSW,Australia,1
planning,Bethlehem,Pennsylvania,United States,0
micro,San Francisco,California,United States,1
micro,San Francisco,California,United States,1
brewpub,Farmington,New York,United States,0
micro,Columbus,Ohio,United States,1
micro,Sioux Falls,South Dakota,United States,1
planning,Huntley,Illinois,United States,0
brewpub,Seward,Alaska,United States,0
planning,Weston,Florida,United States,0
micro,Bristol,New Hampshire,United States,1
micro,Cape Town,Western Cape,South Africa,1
micro,Bend,Oregon,United States,1
brewpub,Spring Branch,Texas,United States,0
micro,Salt Lake City,Utah,United States,1
brewpub,Livermore,California,United States,0
planning,Woodstock,Illinois,United States,0
micro,Santa Rosa,California,United States,1
micro,West Kingston,Rhode Island,United States,1
micro,Shakopee,Minnesota,United States,1
micro,North Canton,Ohio,United States,1
micro,Hobart,TAS,Australia,1
brewpub,Pueblo,Colorado,United States,0
micro,Keller,Texas,United States,1
closed,Santa Maria,California,United States,0
brewpub,Santa Cruz,California,United States,0
micro,Findon,SA,Australia,1
micro,Elk River,Idaho,United States,1
brewpub,Shawnee on Delaware,Pennsylvania,United States,0
closed,Wolcott,Connecticut,United States,0
micro,Castlemaine,VIC,Australia,1
micro,Laramie,Wyoming,United States,1
micro,Whitefield,Maine,United States,1
micro,Busselton,WA,Australia,1
brewpub,Shelter Island,New York,United States,0
micro,Staunton,Virginia,United States,1
micro,Pontville,TAS,Australia,1
micro,Shepparton,VIC,Australia,1
micro,Sheridan,Wyoming,United States,1
contract,Golden,Colorado,United States,0
brewpub,Shelby Township,Michigan,United States,0
micro,Willunga,SA,Australia,1
micro,Fort Dodge,Iowa,United States,1
micro,Beach Haven,New Jersey,United States,1
micro,North Charleston,South Carolina,United States,1
brewpub,Saint Clair Shores,Michigan,United States,0
brewpub,Egg Harbor,Wisconsin,United States,0
brewpub,Eliot,Maine,United States,0
regional,Portland,Maine,United States,0
brewpub,Dalton,Massachusetts,United States,0
closed,Lemoore,California,United States,0
micro,Clifton Park,New York,United States,1
micro,Carson City,Nevada,United States,1
micro,Longmont,Colorado,United States,1
brewpub,Michigan City,Indiana,United States,0
brewpub,Schiller Park,Illinois,United States,0
brewpub,Rivesville,West Virginia,United States,0
brewpub,Bellaire,Michigan,United States,0
regional,Elk Rapids,Michigan,United States,0
micro,Newport,North Carolina,United States,1
micro,Washougal,Washington,United States,1
micro,Islington,NSW,Australia,1
brewpub,North Easton,Massachusetts,United States,0
micro,Eldred,New York,United States,1
brewpub,Richland,Washington,United States,0
brewpub,Zelienople,Pennsylvania,United States,0
brewpub,Lewistown,Pennsylvania,United States,0
micro,Westlake,Ohio,United States,1
brewpub,Deadwood,South Dakota,United States,0
brewpub,Hill City,South Dakota,United States,0
planning,Auburn,Maine,United States,0
micro,Port Saint Lucie,Florida,United States,1
micro,Wauconda,Illinois,United States,1
micro,Maplewood,Missouri,United States,1
brewpub,South Lake Tahoe,California,United States,0
micro,Columbus,Ohio,United States,1
micro,Albuquerque,New Mexico,United States,1
micro,Moriarty,New Mexico,United States,1
regional,Mills River,North Carolina,United States,0
regional,Chico,California,United States,0
micro,Tacoma,Washington,United States,1
micro,Houston,Texas,United States,1
planning,Salisbury,Maryland,United States,0
brewpub,Napa,California,United States,0
planning,Alabaster,Alabama,United States,0
micro,Paso Robles,California,United States,1
planning,Silver Spring,Maryland,United States,0
regional,Bremerton,Washington,United States,0
micro,Cedarburg,Wisconsin,United States,1
micro,Silverton,Oregon,United States,1
micro,Fox,Alaska,United States,1
brewpub,Saint Joseph,Michigan,United States,0
micro,Perry,New York,United States,1
micro,Bend,Oregon,United States,1
micro,Redmond,Oregon,United States,1
brewpub,Reno,Nevada,United States,0
micro,Hassocks,West Sussex,England,1
micro,Tarpon Springs,Florida,United States,1
micro,Burlington,Vermont,United States,1
micro,Warren,Maine,United States,1
contract,Las Vegas,Nevada,United States,0
micro,Ossining,New York,United States,1
micro,Florence,Alabama,United States,1
micro,Yakima,Washington,United States,1
brewpub,Waterloo,Iowa,United States,0
brewpub,Waterloo,Iowa,United States,0
micro,Astoria,New York,United States,1
micro,Manassas,Virginia,United States,1
planning,Rockwall,Texas,United States,0
brewpub,McCloud,California,United States,0
brewpub,Dowagiac,Michigan,United States,0
micro,Minneapolis,Minnesota,United States,1
micro,Alsea,Oregon,United States,1
planning,Amarillo,Texas,United States,0
proprietor,Huntington,New York,United States,0
micro,Maryland Heights,Missouri,United States,1
brewpub,McKinleyville,California,United States,0
micro,Erina,NSW,Australia,1
micro,Erina,NSW,Australia,1
micro,Tampa,Florida,United States,1
regional,Brooklyn,New York,United States,0
micro,Jackson,Ohio,United States,1
micro,Saint Agnes,SA,Australia,1
regional,Durango,Colorado,United States,0
closed,Mount Vernon,Washington,United States,0
micro,Burlington,Washington,United States,1
brewpub,Skagway,Alaska,United States,0
micro,Onalaska,Wisconsin,United States,1
micro,Woodridge,Illinois,United States,1
micro,Evanston,Illinois,United States,1
brewpub,Watertown,New York,United States,0
planning,Staunton,Virginia,United States,0
micro,Arlington,Washington,United States,1
micro,Elkin,North Carolina,United States,1
micro,Mount Airy,North Carolina,United States,1
micro,Austin,Texas,United States,1
micro,Casper,Wyoming,United States,1
brewpub,Corvallis,Oregon,United States,0
micro,Corona,California,United States,1
micro,Attleboro,Massachusetts,United States,1
micro,Cape May Court House,New Jersey,United States,1
planning,The Woodlands,Texas,United States,0
micro,Whiteford,Maryland,United States,1
micro,Amity,Arkansas,United States,1
brewpub,Port Orchard,Washington,United States,0
micro,Denver,Colorado,United States,1
micro,Tempe,Arizona,United States,1
micro,Kingsport,Tennessee,United States,1
brewpub,Boston,Massachusetts,United States,0
brewpub,Boston,Massachusetts,United States,0
planning,Queensbury,New York,United States,0
micro,Kinnitty,Offaly,Ireland,1
brewpub,Poulsbo,Washington,United States,0
micro,Yeerongpilly,QLD,Australia,1
micro,Yeerongpilly,QLD,Australia,1
micro,San Luis Obispo,California,United States,1
brewpub,San Luis Obispo,California,United States,0
micro,Elizaville,New York,United States,1
micro,Botany,NSW,Australia,1
planning,Rock Hill,South Carolina,United States,0
micro,Lawrenceville,Georgia,United States,1
micro,Laurel,Mississippi,United States,1
micro,Tacoma,Washington,United States,1
micro,Phoenixville,Pennsylvania,United States,1
regional,Pottstown,Pennsylvania,United States,0
brewpub,Winston Salem,North Carolina,United States,0
brewpub,Dallas,Texas,United States,0
micro,Amityville,New York,United States,1
large,Wauconda,Illinois,United States,0
contract,New Paltz,New York,United States,0
micro,Hastings,VIC,Australia,1
micro,Norfolk,Virginia,United States,1
micro,Virginia Beach,Virginia,United States,1
micro,Anaconda,Montana,United States,1
micro,Pakenham,VIC,Australia,1
micro,Myponga,SA,Australia,1
micro,Colorado Springs,Colorado,United States,1
micro,Nashville,Tennessee,United States,1
micro,Casper,Wyoming,United States,1
brewpub,Redmond,Oregon,United States,0
regional,Kilkenny,Kilkenny,Ireland,0
micro,Bremerton,Washington,United States,1
brewpub,Sherwood,Oregon,United States,0
micro,Torrance,California,United States,1
micro,Torrance,California,United States,1
brewpub,Lees Summit,Missouri,United States,0
micro,Ventura,California,United States,1
brewpub,Columbus,Ohio,United States,0
micro,Brunswick,Maryland,United States,1
micro,Ramona,California,United States,1
brewpub,Knoxville,Tennessee,United States,0
brewpub,Gatlinburg,Tennessee,United States,0
brewpub,Pigeon Forge,Tennessee,United States,0
brewpub,Knoxville,Tennessee,United States,0
micro,Pawtucket,Rhode Island,United States,1
brewpub,Telluride,Colorado,United States,0
regional,Hampton,New Hampshire,United States,0
brewpub,Evanston,Illinois,United States,0
micro,Charleston,South Carolina,United States,1
micro,Jackson,Wyoming,United States,1
micro,Sunnyside,Washington,United States,1
brewpub,Lebanon,Pennsylvania,United States,0
brewpub,Snoqualmie,Washington,United States,0
micro,Snohomish,Washington,United States,1
micro,Chardon,Ohio,United States,1
